dataset,ablation,run,accuracy,f1_micro,accuracy_std,std
gossipcop,gmac_aug,0,0.9672452471355578,0.9672452471355578,,
gossipcop,gmac_aug,mean,0.9672452471355578,0.9672452471355578,0.0,0.0
