dataset,ablation,run,accuracy,f1_micro,accuracy_std,std
gossipcop,gamc_lcon,0,0.9357685276332444,0.9357685276332444,,
gossipcop,gamc_lcon,mean,0.9357685276332444,0.9357685276332444,0.0,0.0
